话题链接,话题内容,楼主ID,楼主昵称,楼主性别,发布日期,发布时间,转发量,评论量,点赞量,评论者ID,评论者昵称,评论者性别,评论日期,评论时间,评论内容
https://m.weibo.cn/detail/4782171934689494,#深圳# 【#竹园社区暂停校外培训托管服务# 】6月19日晚，福田区新冠肺炎疫情防控指挥部办公室校园疫情防控工作专班发布《关于暂停香蜜湖街道竹园社区校外培训服务和校外托管机构服务的通告》，通告全文如下：根据我区新冠肺炎疫情防控形势，经福田区校园疫情防控工作专班研究决定，暂停香蜜湖街道竹园社区线下校外培训服务和校外托管服务。现通告如下：一、即日起香蜜湖街道竹园社区所有校外教育培训机构和校外托管机构暂停任何形式的线下服务，恢复线下服务时间根据疫情形势另行通知；二、香蜜湖街道竹园社区各校外教育培训机构和校外托管机构要切实增强疫情防控意识，依法履行疫情防控责任，不得组织线下培训、现场咨询及其他任何形式的聚集性活动，并妥善处理好调课及退费等相关事宜，切实保障家长及学员的合法权益；三、区教育局将会同有关部门对辖区内擅自开展线下培训服务或托管服务的机构予以严肃查处，切实做好疫情防控工作。福田区新冠肺炎疫情防控指挥部办公室校园疫情防控工作专班2022年6月19日（来源：福田教育）#疫情防控# 明起，这些学校暂停返校！刚刚，福田连发2则通告,1895096900,深圳新闻网,m,2022/06/19,20:35:00,0,0,1, , , , , , 
https://m.weibo.cn/detail/4782002676433232,#深圳疫情# #深圳# #疫情防控# 【6月18日深圳在社区筛查中发现2例新冠病毒无症状感染者】6月18日0-24时，深圳在社区筛查中发现2例新冠病毒无症状感染者。新增病例，情况如下：病例1:女，29岁，居住在福田区香蜜湖街道香山美树苑，在社区筛查中发现。病例2:男，49岁，居住在罗湖区南湖街道向西村东区，在社区筛查中发现。上述病例已转送至市第三人民医院应急院区隔离治疗，情况稳定。经初步流调，新增病例近日主要活动轨迹为：福田区香蜜湖街道印力中心；南园街道平乐骨伤科医院红岭院区；福田街道景福大厦。罗湖区南湖街道罗湖美术馆、永安堂大药房（深南东分店）、易佰生活超市（向西店）、美宜多（向西店）。（深圳卫健委）6月18日深圳在社区筛查中发现2例新冠病毒无症状感染者,1895096900,深圳新闻网,m,2022/06/19,09:22:25,2,0,4, , , , , , 
https://m.weibo.cn/detail/4781971702809035,【6月19日，#漳州开发区# 全域解除防范区管理！】据漳州开发区新冠肺炎疫情防控工作指挥部通告，从2022年6月19日1:30起，大径社区南滨大道以东，湘江路以南，宝山路以西，南海南路以北（其中水岸书香、公交首末站、石坑海防派出所除外）由管控区调整为防范区，同时全域解除防范区管理#漳州疫情##疫情防控#,3575883160,东南网漳州站,f,2022/06/19,07:19:21,2,0,1, , , , , , 
https://m.weibo.cn/detail/4781864025328635,#疫情防控# 【苏州市疫情防控2022年第141号通告】为高效统筹疫情防控和经济社会发展，科学精准做好上海来（返）苏州人员健康管理，根据当前疫情形势，现就上海来（返）苏州人员健康管理措施通告苏州市疫情防控2022年第141号通告 ,2780724530,融媒吴江,m,2022/06/19,00:11:29,5,5,21, , , , , , 
https://m.weibo.cn/detail/4781727459840118,#沪昆通勤# #疫情防控# #花桥# #昆山# @昆山发布 @苏州发布 @健康中国 @昆山花桥 @央视新闻 @人民日报 中国警察的盾牌不对着欺压老百姓的罪犯，却对着中国的老百姓，怎么，是怕老百姓拿水枪兹你们吗？ ,1779252593,揣着灵魂漫步,m,2022/06/18,15:08:49,35,38,240, , , , , , 
https://m.weibo.cn/detail/4781707766531888,#沪昆通勤##疫情防控##一国两制##一刀切##黑社会#  花桥政府不顾百姓利益，私设关卡随意封路阻拦百姓，欲自立为国。请问你们有封路的政策文件吗？“要什么政策！要什么文件！我们上面说了算，你个老百姓你配问我们要政策吗，你身份证拿出来先，再敢过来就把你传唤进去” 这就是我们的花桥国的辅警叔叔，感恩花桥，感恩辅警~怕我一个人寂寞害怕，特地出来了八个人来陪我，好有安全感。给警察叔叔道个歉，警察叔叔的态度还挺好的，之前私自上门的也是辅警吧…,1779252593,揣着灵魂漫步,m,2022/06/18,13:50:34,74,84,378, , , , , , 
https://m.weibo.cn/detail/4781610111861502,【6月18日，漳州开发区管控区最新调整！】据漳州开发区新型冠状病毒感染肺炎疫情防控工作指挥部通告，自2022年6月18日6:00起，凌波社区水岸书香由管控区调整为防范区。#漳州疫情###疫情防控# ,3575883160,东南网漳州站,f,2022/06/18,07:22:31,1,0,1, , , , , , 
https://m.weibo.cn/detail/4781345986843164,#唐山 疫情防控# 【唐山火车站：#入唐人员转运前后需人车合影# 需乘指定车辆进行转运】#唐山站要求出站人员乘坐指定车辆# 6月11日，记者和其他乘客从唐山市火车站出站时被拦下。现场工作人员要求乘客登记一张表格，填写具体小区地址等详细信息，如果外地人没有填写社区相关信息，进不了唐山市。如果住酒店，需要提前48小时报备登记。6月15日，唐山站规定，当地返唐人员与外地来唐人员，都要向所在社区报备登记。来唐人员被统一安排车辆进行转运，上车前需人车合影，到达后司机也要进行拍照，不拍不能离站，出租车正常打表，车上所有乘客平摊车费。@济南时报  济南时报的微博视频#唐山#,1280846847,沈阳晚报,f,2022/06/17,13:52:59,6,14,57, , , , , , 
https://m.weibo.cn/detail/4781290542334998,#乐山##疫情防控# 【6月16日0时至24时，乐山市新增本土无症状感染者1例】6月16日0时至24时，我市无新增确诊病例，新增本土无症状感染者1例。具体情况如下：新增本土无症状感染者，系省外重点地区返五通桥区人员，6月6日乘私家车返回五通桥区后闭环纳入集中隔离管控，期间多次核酸检测结果均呈阴性，6月13日解除集中隔离后在五通桥区石麟镇马儿石村5组家中实施居家健康监测，6月16日10:00核酸检测结果呈阳性，经市级专家组综合研判，诊断为无症状感染者。其共同居住人员和其他密切接触者均已纳入集中隔离管理。,3195567804,三江都市报,f,2022/06/17,10:12:40,0,0,2, , , , , , 
https://m.weibo.cn/detail/4781610111861502,【6月18日，漳州开发区管控区最新调整！】据漳州开发区新型冠状病毒感染肺炎疫情防控工作指挥部通告，自2022年6月18日6:00起，凌波社区水岸书香由管控区调整为防范区。#漳州疫情###疫情防控# ,3575883160,东南网漳州站,f,2022/06/18,07:22:31,1,0,1, , , , , , 
https://m.weibo.cn/detail/4777808280421237,#疫情防控# 【今日新增排查1地#重庆疾控健康提示#（2022年6月7日17时）】非必要不离渝，尤其是不前往14日内有新增本土新冠病毒感染者的地区和陆路边境口岸地区，严格限制前往中、高风险地区及所在县（市、区、旗）。确需离渝的，离渝前要主动向所在单位、村（社区）报备，并提供48小时内核酸检测阴性证明（以采样时间计算）；返渝时提供48小时内核酸检测阴性证明（以采样时间计算），在抵渝后第一时间向所在单位、村（社区）报备，按有关要求进行核酸检测、自我健康监测。有重点时段和地区旅居史、经停史，搭乘过对应时段交通工具的来渝返渝人员，在做好个人防护的前提下，第一时间向社区（村）、单位、宾馆酒店民宿等报告，按要求配合做好核酸检测、隔离观察、健康监测等防控措施。#重庆疫情##重庆团团在你身边# （重庆发布）,2355658474,重庆共青团,m,2022/06/07,19:35:23,7,4,15, , , , , , 
https://m.weibo.cn/detail/4776413213234857,【#重庆疾控调整调整成都上海来渝措施#】今（3）日，重庆疾控发布特别提醒，调整成都市、上海市来渝措施，具体如下↓↓↓（重庆发布） #疫情防控##重庆团团在你身边# ,2355658474,重庆共青团,m,2022/06/03,23:11:54,12,10,83, , , , , , 
https://m.weibo.cn/detail/4775575083027439,@ 各位街坊，这个电话，一定要接听！ 视频来源：佛山市卫生健康局 #疫情防控# 佛山 佛山市中医院的微博视频 ,3514777872,佛山市中医院,m,2022/06/01,15:41:28,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775570674814520,【防疫科普——外出就餐时如何做好个人防护？】#疫情防控##抓紧抓细抓严抓实防控措施 坚决打赢疫情防控攻坚战# ,2663258803,济源日报,m,2022/06/01,15:23:57,1,0,0, , , , , , 
https://m.weibo.cn/detail/4775570409259466,#疫情防控 甘肃在行动# 【甘肃省疫情防控提醒】1、主动报备请有以下风险区域旅居史人员，以及接到外省（市、县、区）各级疾控中心电话告知的密切接触者等风险人员，或与已公布的阳性感染者活动轨迹有交集的人员，第一时间主动向所在社区（村）、单位或住宿宾馆报备，并按要求配合落实各项疫情防控措施。2、防控提醒▲积极接种新冠病毒疫苗能够降低感染率、重症率和病死率，请未完成全程免疫接种的人员尽快完成全程接种，符合新冠疫苗加强针接种条件的人员也请尽快完成加强针接种。▲科学佩戴口罩，减少非必要的聚集性活动，注意保持1米以上的社交距离；保持居家环境整洁，加强通风消毒；养成勤洗手、戴口罩、公筷制等卫生习惯和生活方式；咳嗽、打喷嚏时注意遮挡，注意咳嗽礼仪。▲如出现发热、咳嗽、腹泻和乏力等症状，及时到就近的发热门诊进行排查和诊疗，就医过程尽量避免乘坐公共交通工具，并做好个人防护。收起全文d,7012979622,清水融媒体中心,f,2022/06/01,15:22:53,10,20,36, , , , , , 
https://m.weibo.cn/detail/4775569004171317,#疫情防控# 河南核酸采样屋中标公司，只成立了10天，又装进了谁的兜里。河南核酸采样屋（一批）中标单价46800元，而这样的核酸采样屋河南省全省要买14000个。但核酸采样屋（一批）中标公司，这家神奇的“海乐苗(郑州)智能物联有限公司”，从公司成立到成功中标，中间只有10天时间。公司成立时间为2022年5月7日，核酸采样屋项目（一批）成交结果发布日期为2022年5月18日。目前（二批）结果也已经在进行公示。@人民日报 @观察者网 @每日经济新闻 郑州,3245702784,侃侃_而已,m,2022/06/01,15:17:19,20,18,209, , , , , , 
https://m.weibo.cn/detail/4775567507589525,#中山同城##疫情防控# 经过近两年的大规模宣传，近两万人次的志愿活动，中山市的新冠肺炎疫苗接种工作顺利推进。如今全市新冠疫苗三针接种率已达到95%。还剩下5%的居民没有接种疫苗。雄关漫道真如铁，而今迈步从头越。为中山市所有人点赞！当然，我的贡献还是有的。 ,6192118134,我叫陈敬之,m,2022/06/01,15:11:22,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775566089915030,#疫情防控# 【抵邯旅客需全员核酸检测！邯郸高铁东站最新防疫要求】为防范疫情输入风险，31日记者从邯郸高铁东站了解到，高铁东站实行查验一证双码、免费核酸检测等防控措施，对中高风险地区来邯的旅客有序引导并进行闭环转运。  邯郸网络广播电视台的微博视频 ,3251720635,邯郸网络广播电视台,m,2022/06/01,15:05:44,0,0,1, , , , , , 
https://m.weibo.cn/detail/4775567507589525,#中山同城##疫情防控# 经过近两年的大规模宣传，近两万人次的志愿活动，中山市的新冠肺炎疫苗接种工作顺利推进。如今全市新冠疫苗三针接种率已达到95%。还剩下5%的居民没有接种疫苗。雄关漫道真如铁，而今迈步从头越。为中山市所有人点赞！当然，我的贡献还是有的。 ,6192118134,我叫陈敬之,m,2022/06/01,15:11:22,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775566089915030,#疫情防控# 【抵邯旅客需全员核酸检测！邯郸高铁东站最新防疫要求】为防范疫情输入风险，31日记者从邯郸高铁东站了解到，高铁东站实行查验一证双码、免费核酸检测等防控措施，对中高风险地区来邯的旅客有序引导并进行闭环转运。  邯郸网络广播电视台的微博视频 ,3251720635,邯郸网络广播电视台,m,2022/06/01,15:05:44,0,0,1, , , , , , 
https://m.weibo.cn/detail/4775565699318205,哪几区居家？哪些区正常上班？北京各区最新防控措施一图汇总#生活开始恢复正常了##疫情防控##居家办公##疫情# ,2422865873,朱效伟医生,m,2022/06/01,15:04:10,0,0,1, , , , , , 
https://m.weibo.cn/detail/4775565171101931,#疫情防控# #朝阳警讯# #全民反诈防骗季# 5月31日，按照朝阳市疫情防控指挥部统一部署，全市各县（市）、区结合当前工作实际，在全市范围内组织开展区域常态化核酸检测工作。为确保核酸检测工作有力有序开展，朝阳公安提前安排部署，科学投放警力至全市各核酸检测采样点。通过设置警戒线、一米间隔线及使用扩音喇叭等方式，引导群众有序进入待检通道，提醒大家时刻保持安全距离、做好自身防护。同时，执勤警力积极帮助有困难和有需要的居民解决实际问题，全力保障各核酸检测点位秩序良好，社会面治安平稳有序。此外，执勤警力积极向群众宣传预防电信网络诈骗和预防养老诈骗的相关知识，帮助群众现场下载“国家反诈中心”APP和“金钟罩”小程序，全力扎紧百姓的“钱袋子”，让人民群众真切地感受到“警察在眼前，平安在身边”。,1822255497,朝阳公安,m,2022/06/01,15:02:05,10,6,5, , , , , , 
https://m.weibo.cn/detail/4775564902924701,#疫情防控# 想查某地是否有中高风险地区？一分钟教会你！中国政府网的微博视频 ,3080066552,水韵温江,m,2022/06/01,15:01:00,0,1,1, , , , , , 
https://m.weibo.cn/detail/4775564781817102,【#大同##疫情防控# 】权威发布！大同市20名混采人员核酸检测复核结果均为阴性。详情：权威发布！大同市20名混采人员核酸检测复核结果均为阴性 ,2572182777,大同日报,m,2022/06/01,15:00:32,3,2,14, , , , , , 
https://m.weibo.cn/detail/4775563551573354,5月30日下午，在河南项城丁集镇沈庄行政村的麦田地头，医护人员冒着炎炎烈日深入正为联合收割机手做核酸检测，身上背着的一款智能控温医用防护服为医护人员送去了清凉，成为麦收一线抗疫的防暑“神器”。#疫情防控# ,1655720877,台前幕后,m,2022/06/01,14:55:39,0,3,9, , , , , , 
https://m.weibo.cn/detail/4775563317741045,【#贵州发布端午疫情防控提示#】端午节即将到来，是欢庆娱乐的中国传统节日，人员流动和聚集增多，疫情传播的风险加大。为切实巩固我省来之不易的疫情防控成果，全力维护人民群众生命安全和身体健康，现就端午节假期疫情防控温馨提示如下：#端午# #疫情防控# （贵州卫健委） ,5550357934,动静贵州,m,2022/06/01,14:54:43,1,0,0, , , , , , 
https://m.weibo.cn/detail/4775559685211218,#疫情防控# 【大名县公布5月31日全县全员核酸检测结果】大名县疫情防控工作领导小组办公室关于5月31日全县全员核酸检测情况的通告↓广大城乡居民：2022年5月31日，大名县开展了预防性全员核酸检测，目前检测结果已出，均为阴性。感谢全县人民的大力支持和齐心配合！感谢奋战在一线的医务人员、基层干部、公安干警及所有参与核酸检测的工作者！当前，防控形势依然严峻复杂，“外防输入”压力仍然较大，容不得半点松懈。希望广大城乡居民切实增强防控意识，履行社会责任，按时主动参加全员核酸检测，自觉落实各项防控措施，积极参与、全面配合做好防疫工作。让我们携起手来，从严从紧、从细从实抓好各项防控措施落实，全面打赢疫情防控阻击战，共同守护平安大名。大名县疫情防控工作领导小组办公室2022年6月1日,3251720635,邯郸网络广播电视台,m,2022/06/01,14:40:17,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775559403410804,#疫情防控# 【广平县在全县公共场所查验核酸检测阴性证明】广平县应对新型冠状病毒肺炎疫情工作领导小组办公室关于在全县公共场所查验核酸检测阴性证明的通告↓广大居民朋友、全县各机关企事业单位：为巩固我县来之不易的疫情防控成果，严防疫情传播风险，按照省市疫情防控要求，经县疫情防控领导小组研究决定，现将我县公共场所查验核酸检测阴性证明有关事项通告如下：一、查验范围1.进入党政机关、企事业单位、各级各类学校及其他社会单位的人员;2.进入商场超市、宾馆饭店、景区景点、农贸市场、公园游园、三馆两中心、电影院、棋牌室、网吧、歌厅、KTV、茶楼、篮球场、羽毛球馆、游泳馆、公共浴室、理发店、美容店、养老机构、殡仪馆、建筑工地等公共场所的人员;3.进入火车站、汽车站等交通场站，以及乘坐公交车、出租车、网约车等公共交通工具的人员;二、查验方式自6月1日起，对全县范围内进入上述场所、乘坐公共交通工具的人员严格落实“一测一扫三查验”制度，（即测温、扫“场所码”、查验行程码、健康码和96小时内核酸检测阴性证明）。对“一测一扫三查验”异常者和无96小时内核酸检测阴性记录的人员一律不准进入上述各类场所、乘坐公共交通工具。同时查验人员应第一时间向主管领导和上级部门报告。特殊人群(如高龄行动不便居民、3岁以下婴幼儿等人员)出入公共场所时，其共同生活的同行人员必须持96小时内核酸检测阴性证明。三、查验责任要切实履行疫情防控“四方”责任，各镇、县直各部门要统筹做好公共场所查验核酸检测阴性证明和常态化新冠病毒核酸筛查工作。各行业主管部门要按照“管生产必须管疫情防控、管行业必须管疫情防控、管发展必须管疫情防控”的要求，及时督促和指导本行业、本单位严格落实核酸检测阴性证明查验工作。各机关企事业单位要认真履行主体责任，规范做好本单位人员和来访人员核酸检测阴性证明查验工作。各类公共场所经营单位要做好工作人员培训，在场所入口显著位置设置明显标识，提醒群众需查验96小时内核酸检测阴性证明方可进入，并安排专人负责，对进入场所的人员逐一查验核酸检测阴性证明。对不支持查验工作、不履行查验责任的单位和拒不配合查验工作、扰乱秩序、瞒报、谎报、伪造核酸检测信息的个人，将依法依规依纪严肃追究责任。公共场所开展“一测一扫三查验”工作，是开展常态化核酸筛查、及早发现疫情风险、确保社会稳定的重要手段，更是居民自我健康管理的必要措施。请广大居民理解和支持，主动参与、主动检测、配合查验，筑牢群防群控的坚实防线，共同创造健康安全的生产生活环境。广平县应对新型冠状病毒肺炎疫情工作领导小组办公室2022年5月31日,3251720635,邯郸网络广播电视台,m,2022/06/01,14:39:10,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775541292403426,#疫情防控##上海解封# 有一种痛叫上海解封了，我却刚离开上海在外隔离！搞不懂各个地方的防疫政策了，疫情地都解封了，全国对它却还是封杀状态。很多人好不容易熬到了解封也回不了家，有家都回不了是什么体验？不知道疫情防控什么时候变得如此苛刻了，刚开始那几年只有中风险地区隔离，现在是只要上海来的，管你低风险还高风险，一律集中隔离！甚至对你进行劝返！再比方说有些地方对北京和上海完全不一样的防疫要求，北京非中高风险的实行3+11，对上海全域实行7+7，现在北京新增比上海要多，中高风险 地区也比上海多，那为什么对上海要比对北京的要严格苛刻这么多呢？苏州和上海紧挨着，有多少是住苏州在上海上班的，又有多少在苏州上班在上海居住的？可以说很多在上海上班在苏州买房的。苏州上海隔断开来，那有多少人回不了家，那在苏州买房的意义是什么呢？奉劝大家不要工作和家选在不同的城市，因为疫情一来，你可能要么失去工作，要么流落他乡，无家可归。。。。,2652530573,WMM拥抱太阳的月亮,f,2022/06/01,13:27:12,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775540852525775,#疫情防控# 上海#抗疫行动# 鑫柠颖的微博视频 ,1305291547,鑫柠颖,m,2022/06/01,13:25:27,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775538592320853,欢迎回家！漳州150名援沪医疗队员平安归来！5月27日福建援沪医疗队漳州队150名队员圆满完成任务平安凯旋！27日下午，交警机动大队铁骑队在漳州南高速出口护送车队至东南花都酒店。在花都酒店门口，举行了简短的欢迎仪式，现场人员挥舞着标语，热烈欢迎队员们归来。“福建省援沪医疗队漳州队圆满完成任务，150名队员平平安安归来！”漳州市医院副院长、援沪医疗队领队阮敏毅代表援沪医疗队报告平安、胜利返漳。漳州市委副书记黄水木、市卫健委主任许鹃君、市医院、市卫健委相关人员等参加欢迎仪式。在沪的50个日日夜夜统筹协调上海世博方舱医院近19万份的核酸检测监管方舱医院H2区2590张床位直接管理床位972张收治患者3046人出入院合计5562人同心战疫共同守“沪”他们用行动诠释医护人员的职责和使命为上海人民筑起坚固的生命安全防线去无畏 归无恙感谢每一位勇敢的白衣战士向英雄致敬！摄影人#摄影##福建##抗击疫情 希望同行##万众一心抗击疫情##漳州##漳州爆料##漳州身边事##疫情防控##上海##上海疫情##上海市民致敬援沪大白#  @漳州新浪 @福建今日热点 @花样漳州文旅之声 @清新福建文旅之声 @头条新闻 @漳州同城会  @第一新闻 @强国论坛@清新福建文旅之声,7464198865,漳州市职业摄影协会,m,2022/06/01,13:16:28,1,0,1, , , , , , 
https://m.weibo.cn/detail/4775534456737619,【慎终如始做好常态化疫情防控丨彭梦森督导交通卡口常态化疫情防控工作】5月31日，区长彭梦森深入运城北、运城西高速口督导交通卡口常态化疫情防控工作。#疫情防控# 运城发布的微博视频 ,2748065513,运城发布,m,2022/06/01,13:00:02,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775532920571378,#疫情防控# 【端午将近，防疫小贴士，你收到了吗？】又到了一年一度“吃粽子”“赛龙舟”的时节了，插艾叶、挂香囊、五彩线，喜迎端午佳节在近期依然严峻的疫情防控形势下，如何欢度节日？@成都市疾病预防控制中心 为市民朋友准备了防疫小贴士，请查收哦 端午将近，防疫小贴士，你收到了吗？,1796086707,听堂FM,m,2022/06/01,12:53:56,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775529918235739,#疫情防控# 【别囤啦！#口罩过期后防护效果大打折扣#】疫情以来，你的家中有没有囤积口罩？赶紧看看它们的外包装吧！口罩也是有保质期的，市面上的口罩保质期一般是两年或者三年。据专家介绍，我们常用的一次性医用口罩是由三层结构组成的，口罩过期后，防护效果会大打折扣，也就不建议使用了。此外，随着气温上升，紫外线越来越强烈，我们每天戴着的口罩有防晒作用吗？如何避免“口罩脸”？戳视频给你答案~（央视网快看）央视网快看的微博视频,3309826382,健康成都官微,f,2022/06/01,12:42:00,4,4,2, , , , , , 
https://m.weibo.cn/detail/4775515363740753,#健康科普##疫情防控# 新冠肺炎疫情常态化防控防护指南之游艺娱乐场所和上网服务场所篇 ,6697751466,临清发布,m,2022/06/01,11:44:10,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775515318129003,@六盘水同城 @盘州那些事 #疫情防控# 【关注丨关于我市一地2022年事业单位公开招聘疫情防控的温馨提示】#六盘水身边事#事业单位招聘 为确保考生能顺利参加考试，根据《贵州省2022年人事考试新冠肺炎疫情防控要求（第二版）》的要求，现对疫情防控方面的重点问题进行提示……详情请戳微信链接→关注丨关于我市一地2022年事业单位公开招聘疫情防控的温馨提示,3172308442,视听凉都,f,2022/06/01,11:43:59,0,0,1, , , , , , 
https://m.weibo.cn/detail/4775514063242757,【#核酸检测#去哪儿做？排队少？学会这招，10秒搞定！】#疫情防控# 商场、KTV、电影院没有72小时核酸证明不能进？5月30日凌晨，市新冠肺炎疫情防控指挥部发布通告。自5月30日零时起，进入有明确防疫要求的公共场所和搭乘公共交通工具的人员，须持72小时内核酸检测阴性证明。核酸检测去哪做？如何快速找到核酸采样点？↓↓ 戳图了解  #台州身边事#,5658295841,台州网警巡查执法,m,2022/06/01,11:39:00,25,20,24, , , , , , 
https://m.weibo.cn/detail/4775513560190030,【泪目！分别58天后，他们终于回家了】#疫情防控# 5月31日，青大附院援沪医疗队36名医护人员在圆满完成驰援上海抗击新冠肺炎任务后，结束在德州齐河县的休整隔离，返回青岛。离开青岛58天后，他们终于可以和家人来一个久违的拥抱。（观海新闻客户端） ,2239082677,青岛发布,m,2022/06/01,11:37:00,0,0,6, , , , , , 
https://m.weibo.cn/detail/4775513560190030,【泪目！分别58天后，他们终于回家了】#疫情防控# 5月31日，青大附院援沪医疗队36名医护人员在圆满完成驰援上海抗击新冠肺炎任务后，结束在德州齐河县的休整隔离，返回青岛。离开青岛58天后，他们终于可以和家人来一个久违的拥抱。（观海新闻客户端） ,2239082677,青岛发布,m,2022/06/01,11:37:00,0,0,6, , , , , , 
https://m.weibo.cn/detail/4775512805214479,【老年人接种疫苗“七日谈”④|新冠疫苗接种加强免疫】#疫情防控 沈阳在行动# #振兴新突破 我要当先锋# #喜迎二十大 辽宁在行动# 截至5月26日16时沈阳60岁以上人口累计接种新冠疫苗170.33万人老年人接种新冠疫苗安全吗？必要吗？需要注意什么？沈阳发布客户端、沈报全媒邀请市疾控中心专家详细解读第四课：新冠疫苗接种加强免疫先上干货，看图详细解读全程接种新冠疫苗，接种加强针保护效果更好。从目前我国奥密克戎影响严重的地区监测可以看到，未接种疫苗和接种两剂次、接种三剂次之间的保护作用差别是非常明显的，接种两剂次和接种三剂次之间对于预防重症和死亡作用也有明显差别。有关数据显示，在60岁以上人群中，未接种疫苗和仅接种一剂次疫苗者重症的发生率是接种两剂次、接种三剂次疫苗者重症发生率20倍以上。从目前数据来看，老年人接种两针新冠病毒疫苗比年轻人接种两针产生的抗体性要低，接种三针后抗体水平才会快速提升，抗体水平高的情况下可以更好地保护老年人降低重症和死亡风险。所以，建议老年人不仅要尽快全程接种疫苗，还要在完成基础免疫全程接种6个月后进行加强免疫接种，以期获得更好的保护效果。在此，我们不仅要呼吁老年朋友们加快疫苗的接种，还要呼吁老年朋友们适时尽快接种加强针。制图：李亚其编辑：邸雪莹校对：郭树启,2760402625,沈阳发布,m,2022/06/01,11:34:00,6,2,2, , , , , , 
https://m.weibo.cn/detail/4775512431397013,"【聪明反被聪明误！为逃避核酸检测 竟让乘客提前下车步行  巴中一司机被抓！】5月29日13时许，王某(男，29岁，恩阳区人）驾驶一辆商务车搭载成某等6名乘客，从重庆市江北机场返回巴中市。期间，王某未按疫情防控要求查验乘客健康码行程码与核酸检测报告。15时许，乘客成某需在梁永高速路口下车。因嫌多次核酸检测较为麻烦，为逃避梁永高速路口卡点核酸检测，王某驾车行至巴广渝高速梁永段出口附近时，便停车让乘客成某下车步行至疫情防控卡点，自己则驾车往巴中方向驶去，其行为扰乱了疫情防控正常秩序。16时许，违法行为人王某被民警查获。目前，我局已对王某的违法行为立案调查。      警方提示:疫情防控是全社会的共同责任，巴州公安提醒广大市民，积极配合开展防疫工作，主动履行防疫责任和社会义务，严守法律法规和各项防疫要求，共同营造安全稳定的社会治安环境。公安机关对拒不配合防疫工作、扰乱公共秩序、谎报信息、阻碍执行职务和伪造、变造健康码、行程卡等各类涉疫违法犯罪行为，坚决依法查处！#疫情防控##四川公安,在你身边#",2638479260,平安巴中,m,2022/06/01,11:32:31,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775511806970997,#疫情防控# 【我区开展新一轮分区域核酸筛查工作】根据当前疫情防控工作需要，区新冠肺炎疫情联防联控工作指挥部决定于5月31日—6月2日，在全区范围内，对所有居民（含常住人口、流动人口、外籍人员等）　开展分区域核酸筛查工作，采样时间为8:00—20:00。 ,2986699172,溧水发布,m,2022/06/01,11:30:02,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775510288634833,#疫情防控# 【出征！惠州34名医护人员支援广州白云机场口岸现场核酸采样】惠州又一批医疗队伍出征！5月31日12：30，来自惠州市多家市直及各县区医疗机构共34名医疗精英齐聚惠州市卫生健康局。在简单的仪式过后，她们出发前往广州白云机场口岸支援机场的疫情防控工作，开展现场核酸采样，为期3个月。  惠州发布的微博视频,2823995382,惠州发布,f,2022/06/01,11:24:00,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775509286978047,#疫情防控# 【区政协委员慰问“来溧查验服务点”一线执勤人员】5月30日下午，区政协科技界企业界委员联谊会的委员们先后来到机场高速开发区、宁宣高速南京南、宁杭高速溧水东等 来溧查验服务点”，为一线执勤人员送上牛奶、面包、八宝粥等价值3万元的慰问物资，向大家表示亲切慰问。#溧水资讯# ,2986699172,溧水发布,m,2022/06/01,11:20:01,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775508057788245,#交警##疫情防控# 5月13日，曲麻莱县公安局交警大队组织全体民辅警开展核酸检测，实行应检尽检、不漏一人，全面筛查风险源，确保万无一失，为加强辖区疫情防控工作提供安全保障。检测期间，在现场工作人员的引导下，大家依次有序进行排队登记检测采样。通过本次全员核酸检测，进一步强化了大队内部的疫情防控意识，提高了做好防控措施的主动性和自觉性，为做好疫情防控常态化提供重要保障。,7722531545,曲麻莱交警2021,m,2022/06/01,11:15:08,0,0,0, , , , , , 
https://m.weibo.cn/detail/4775503519810260,【有以下相关地区旅居史请速报备】#疫情防控# 疫情风险地区来丽返丽人员健康管理措施实行动态调整，相关措施请关注“丽水发布”微博。       每个人是自己健康的第一责任人，请积极配合各场所健康排查、健康码和行程码查验等措施。如有出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等不适症状时，要佩戴一次性医用外科口罩及以上级别口罩，及时到就近的医疗机构发热门诊就诊，并主动告知医生近期活动轨迹及接触史，就医过程避免乘坐公共交通工具。,2952745544,丽水发布,m,2022/06/01,10:57:06,0,0,0, , , , , , 
